160,143
192,154
180,157
28,119
151,134
169,149
167,178
150,117
1,162
51,159
40,190
170,169
97,81
176,90
141,62
96,138
53,145
80,142
25,101
146,166
99,109
193,83
168,137
35,71
178,8
164,12
102,111
54,69
87,1
46,191
149,135
75,77
131,110
142,114
158,24
39,120
38,70
188,2
183,130
34,99
65,48
100,150
24,121
2,152
20,188
92,33
171,132
11,187
135,185
115,51
109,5
165,104
82,196
27,147
58,73
90,146
132,103
85,170
41,66
55,16
32,45
127,53
26,195
104,151
152,68
154,4
189,155
198,25
37,58
116,32
21,140
190,72
128,186
153,175
110,74
23,13
47,84
66,36
103,88
117,100
157,102
19,78
62,23
166,44
181,168
147,194
120,54
175,139
77,40
78,21
9,6
161,181
200,59
70,28
125,52
45,144
130,198
105,86
114,133
124,115
49,96
61,106
3,126
139,7
22,15
196,46
18,183
187,57
16,94
172,63
89,75
30,79
73,112
155,160
64,148
4,20
86,125
44,136
191,172
12,153
111,29
63,27
93,41
140,43
197,123
179,122
148,92
177,141
52,97
123,107
94,10
145,37
159,128
156,14
195,22
185,116
31,60
98,127
5,11
71,39
101,89
174,17
143,98
138,108
113,76
33,65
186,192
17,118
199,161
133,129
50,180
144,163
121,9
137,38
69,171
56,18
6,64
112,93
118,113
122,199
8,158
29,131
10,177
36,105
59,164
107,61
13,174
91,200
72,3
194,34
173,19
126,176
162,49
14,95
184,197
108,91
136,184
88,85
42,55
79,26
134,179
119,56
60,30
68,31
7,156
43,193
15,87
163,167
74,47
182,42
67,50
106,35
129,182
83,82
57,67
81,189
95,173
84,124
76,80
48,165
