518,282
323,313
182,675
311,847
195,550
342,540
305,511
115,583
329,536
290,459
170,516
286,591
262,509
140,594
302,607
333,543
158,571
197,552
149,577
256,517
181,229
266,474
328,391
332,572
173,237
238,283
263,626
243,502
313,168
287,450
310,602
217,449
234,101
152,298
213,376
218,565
189,553
246,256
429,476
391,89
159,608
442,606
273,249
612,555
495,595
475,589
270,276
460,472
637,575
291,460
331,278
303,567
573,515
480,514
477,627
802,251
478,492
348,87
169,97
557,542
110,264
253,578
586,71
650,503
121,622
481,604
233,7
619,564
455,400
269,80
598,107
669,519
279,522
258,171
594,596
192,742
628,709
4,621
519,77
641,714
606,366
476,230
353,624
40,423
676,247
44,235
300,286
639,721
642,701
394,368
572,66
42,707
33,100
127,716
664,588
755,317
578,408
737,581
726,698
701,79
272,711
47,345
130,305
486,584
538,612
365,520
688,483
294,424
765,213
250,344
132,178
771,726
692,487
321,260
207,257
39,20
232,387
8,83
724,437
55,723
786,722
713,705
431,388
320,335
15,719
400,156
747,688
174,84
148,435
798,618
490,57
389,199
728,600
702,737
500,312
247,342
687,561
336,262
758,122
485,452
568,494
201,499
295,338
293,321
381,365
447,158
549,599
9,725
278,163
569,467
811,294
520,710
251,56
120,265
517,22
653,346
347,544
12,690
297,551
22,730
11,382
301,741
452,292
663,263
801,337
890,471
744,111
734,239
334,733
818,225
546,405
220,32
622,192
691,76
560,738
398,357
412,582
585,246
438,770
839,603
667,35
289,314
843,865
363,319
354,316
157,739
214,284
265,531
472,244
722,280
124,308
575,58
439,13
54,307
851,495
244,68
355,231
800,814
37,538
823,521
458,245
19,3
749,303
204,273
783,279
434,558
423,268
822,697
29,198
732,481
756,23
793,10
260,148
666,852
443,302
385,208
17,720
753,854
227,116
427,708
502,135
680,787
370,118
674,617
810,322
690,287
114,267
379,736
216,554
94,274
78,29
206,537
211,123
461,169
787,496
21,610
401,154
792,498
629,753
832,780
525,856
686,609
285,74
176,587
773,36
421,142
212,160
50,724
184,270
58,614
20,875
535,19
235,695
634,669
360,657
62,556
498,181
845,288
224,839
718,190
463,11
803,523
153,433
814,772
200,546
346,59
861,393
142,673
126,93
407,403
593,49
314,1
283,125
23,758
652,895
790,568
196,830
689,810
419,151
830,141
88,426
392,67
506,124
705,392
66,745
888,21
