426,527
210,618
189,281
360,410
340,417
246,442
328,41
129,130
41,86
108,548
133,121
135,140
4,507
114,501
144,458
11,162
350,175
306,124
322,416
225,459
116,52
392,39
149,481
3,21
346,112
235,219
42,432
201,95
202,319
324,522
123,484
118,530
351,153
43,215
109,395
6,72
373,437
36,230
206,96
232,367
214,535
526,518
406,478
229,103
213,604
357,174
111,377
508,622
535,3
567,425
293,128
7,493
117,16
546,703
420,601
539,26
520,148
296,407
241,422
588,226
507,246
17,745
728,470
102,105
250,244
203,620
440,87
404,514
40,447
141,606
110,647
218,66
504,315
330,627
592,726
359,497
134,523
479,502
528,485
244,335
561,50
366,325
139,102
157,469
193,543
339,223
570,119
162,625
441,183
595,205
280,19
334,782
432,159
273,650
481,637
466,629
447,229
463,216
510,58
258,480
137,516
190,372
442,193
305,411
35,512
587,666
240,14
49,648
551,532
455,238
568,305
415,245
496,718
480,508
231,504
593,195
263,188
434,529
362,397
573,361
282,152
534,781
5,228
524,779
531,770
527,729
252,505
319,126
256,491
8,500
222,791
574,757
403,360
259,101
515,117
581,201
454,751
15,748
255,213
503,696
421,57
409,736
572,728
251,746
411,368
583,763
594,79
131,506
276,628
511,660
107,471
311,605
578,255
569,771
579,359
283,227
364,759
417,434
582,722
547,776
599,436
45,212
458,301
209,401
533,253
423,784
308,538
176,766
545,275
182,218
445,93
540,489
113,11
474,242
304,170
541,375
530,676
298,107
414,499
10,256
489,545
187,792
439,241
39,631
412,654
576,542
365,528
543,752
178,679
348,282
525,738
405,617
446,509
22,388
393,271
312,225
435,441
316,348
514,308
600,181
356,737
552,125
200,483
50,476
174,760
399,753
185,670
453,510
509,120
103,649
462,439
153,147
46,327
245,780
516,100
549,462
437,210
482,208
424,133
564,69
490,318
18,632
598,151
169,165
349,461
537,682
371,135
407,243
788,267
207,732
795,539
224,460
413,34
464,513
749,46
449,611
705,358
29,294
145,374
198,541
532,64
147,720
738,668
150,202
800,44
154,402
395,274
777,143
239,655
753,146
130,113
26,767
168,557
418,111
726,221
270,384
733,754
192,176
589,602
268,391
9,645
577,357
16,356
563,383
12,247
477,373
160,429
269,231
758,709
584,468
750,590
762,449
513,517
115,56
33,150
128,688
372,761
397,747
731,547
28,680
427,233
287,553
476,639
492,217
602,560
408,619
361,381
488,454
734,697
369,20
191,13
289,642
494,4
450,283
2,109
555,297
374,398
786,711
1,272
518,347
601,552
230,249
772,197
491,702
506,355
377,298
620,185
617,435
27,615
196,61
34,785
619,656
465,37
500,136
284,608
765,519
416,54
429,248
48,496
597,544
522,594
486,203
199,490
470,237
402,129
472,331
183,412
21,17
791,534
226,675
335,127
560,706
277,453
257,775
767,699
205,583
538,638
469,565
752,9
774,653
37,192
461,261
512,2
644,35
122,317
778,567
391,42
556,380
521,299
754,438
14,51
253,346
158,445
711,607
712,145
624,787
422,265
485,55
650,487
639,62
448,778
613,735
553,114
314,492
562,313
557,466
184,794
565,89
272,623
401,669
204,369
385,641
484,309
140,343
744,597
142,464
394,259
629,677
548,149
38,354
430,403
175,45
106,48
345,390
782,339
303,264
336,613
607,428
165,633
219,404
363,73
13,322
44,576
648,333
47,157
382,430
656,477
498,18
575,498
326,68
787,6
156,187
179,554
502,672
438,603
544,610
212,53
626,232
254,591
146,184
776,194
24,524
327,292
615,486
220,701
634,362
329,614
317,426
505,190
444,1
536,334
236,169
221,300
309,694
655,596
691,77
171,634
352,118
323,106
625,321
419,750
286,646
294,99
267,741
665,424
387,47
233,678
338,142
501,363
332,494
757,546
30,772
799,224
32,287
683,475
452,141
610,341
358,452
566,692
25,479
741,25
163,144
23,671
517,540
596,616
456,662
451,67
523,793
347,199
529,473
425,155
260,683
367,182
542,409
554,387
519,621
558,511
590,431
217,609
773,773
436,137
234,704
181,278
215,389
742,49
355,755
468,285
586,421
559,353
659,707
684,724
497,139
719,32
155,756
614,521
724,110
57,172
495,472
344,352
84,612
333,7
180,365
790,36
571,550
20,161
764,123
341,549
136,451
433,716
383,686
649,5
100,63
261,525
321,537
499,717
170,198
591,774
493,640
87,27
674,399
318,777
378,131
302,314
585,33
611,371
580,503
265,332
459,200
727,320
410,520
177,581
61,30
646,624
467,685
431,570
166,744
301,593
740,40
689,269
249,488
315,43
396,636
19,783
211,457
152,444
457,115
604,164
716,731
696,515
126,90
167,693
664,235
173,222
72,138
487,467
105,279
460,134
376,664
143,29
475,22
443,455
651,635
242,60
483,240
723,765
159,721
769,667
627,158
736,116
473,378
761,456
243,108
471,303
386,104
342,797
478,379
771,23
704,351
638,396
759,382
300,376
86,257
354,12
710,98
51,400
370,413
132,495
125,316
428,122
368,342
78,262
292,657
680,293
97,687
550,329
770,366
274,364
119,644
325,643
320,393
700,533
148,796
690,419
661,336
91,312
768,15
682,160
775,526
288,345
238,418
161,284
647,563
275,65
643,191
398,690
313,189
616,370
686,585
375,330
756,234
718,586
780,220
291,59
379,626
783,84
670,465
785,700
798,531
264,94
751,211
763,575
677,448
121,474
186,599
725,251
730,689
622,482
76,658
621,405
657,258
652,788
69,236
743,582
75,440
694,665
666,270
380,83
247,186
279,695
248,268
389,163
630,10
381,433
307,799
618,337
748,288
65,8
95,659
797,263
708,414
760,450
793,673
112,420
310,674
70,340
688,168
669,568
195,566
53,280
151,577
164,663
603,166
631,661
388,277
99,579
678,71
632,214
62,652
739,798
271,742
390,386
675,38
66,173
662,394
713,296
609,651
331,595
676,749
56,291
384,31
721,307
789,28
337,588
80,573
709,81
697,260
636,326
90,684
794,207
641,587
671,681
792,739
79,324
681,91
400,734
633,558
729,254
673,276
64,196
216,177
138,415
262,551
59,708
608,423
766,559
779,286
679,76
54,795
668,406
745,698
605,85
623,790
343,740
194,730
654,290
612,427
81,180
299,446
672,385
58,443
297,204
746,562
172,392
77,691
60,600
687,769
784,723
124,167
94,408
755,289
266,762
628,743
706,713
237,273
227,719
104,758
703,328
747,555
737,171
127,206
93,338
208,295
606,800
85,569
120,252
717,592
796,572
781,302
197,571
735,70
88,154
702,209
278,178
89,250
707,239
101,344
701,578
637,156
290,92
281,179
223,598
63,132
295,789
698,310
640,80
52,74
285,561
695,564
667,556
228,574
720,584
353,710
188,306
642,97
645,323
714,786
722,88
663,304
653,580
82,349
68,536
658,764
71,714
693,75
98,311
715,712
699,589
685,463
692,82
55,78
83,727
67,350
74,768
96,705
660,24
635,733
73,715
92,630
31,725
732,266
