39,276
162,183
11,153
52,160
100,206
99,204
51,164
56,44
1,90
108,176
129,221
140,2
121,77
150,188
267,103
155,195
188,28
28,163
123,76
2,80
89,240
92,257
184,39
7,261
174,236
190,88
156,238
210,225
112,260
9,94
127,177
77,114
158,101
163,245
219,251
115,172
206,60
40,262
132,175
10,91
157,27
13,154
196,185
25,57
64,208
168,189
283,19
143,81
192,217
80,203
86,278
130,198
286,84
47,296
284,78
31,33
292,197
201,56
213,17
23,7
96,66
165,234
296,100
12,69
281,290
122,294
207,72
44,265
120,26
36,282
170,49
135,35
195,289
183,102
298,105
82,293
116,137
72,166
273,73
45,214
32,16
278,40
212,47
297,165
109,253
81,222
187,155
22,287
227,224
288,106
167,75
85,267
300,227
84,263
117,264
290,117
299,268
225,116
275,210
35,96
91,58
256,256
211,249
185,50
268,133
272,71
255,173
78,152
69,134
250,297
58,31
237,228
241,191
218,209
243,169
252,109
179,229
271,199
66,146
233,52
276,138
199,45
71,171
103,235
38,246
20,213
75,215
295,187
200,271
293,274
61,22
128,24
53,6
247,115
63,64
102,98
133,291
30,192
260,111
152,112
62,144
6,85
49,145
209,10
242,129
43,65
173,108
19,70
189,82
208,13
46,149
68,42
232,92
226,120
90,148
93,122
29,142
182,67
141,147
107,83
26,150
262,89
34,104
3,121
245,107
178,34
137,97
215,135
194,38
57,167
198,243
95,43
269,20
266,202
87,212
70,219
197,87
217,170
203,248
221,113
50,128
177,99
291,168
126,237
134,181
220,151
274,159
191,86
161,61
147,211
244,281
24,196
289,254
265,21
249,182
136,1
285,11
37,9
223,218
222,178
14,258
294,299
33,158
151,127
282,280
97,143
110,162
164,95
235,226
263,51
238,230
153,242
73,161
234,37
270,200
79,132
48,131
76,32
193,3
169,12
216,68
60,174
253,231
176,252
65,193
5,223
146,110
239,247
202,23
142,59
144,232
83,205
264,184
224,269
15,284
258,201
230,79
118,207
228,233
94,118
145,156
41,30
160,285
248,136
88,36
101,139
171,194
104,130
139,123
279,216
113,126
114,286
98,41
54,273
205,54
229,140
246,4
251,186
149,190
105,220
204,239
236,180
277,292
166,8
111,298
154,46
67,125
214,279
106,18
16,93
131,124
180,241
261,141
74,119
240,48
59,55
124,5
254,63
186,179
175,157
148,272
138,259
280,300
4,275
125,277
18,283
287,14
259,62
17,15
27,288
42,295
172,25
55,244
8,74
159,270
21,266
257,29
181,53
231,250
119,255
