93,65
28,40
3,5
20,56
78,68
64,45
46,30
80,84
86,8
98,67
35,91
38,26
90,43
63,75
49,42
76,88
71,12
99,74
47,94
33,69
85,41
97,9
59,44
92,4
95,39
79,53
22,27
62,61
25,77
77,54
12,86
1,52
96,6
81,81
42,100
8,90
66,82
73,35
37,64
6,95
74,76
10,23
87,29
48,34
72,13
94,98
27,93
4,51
91,1
61,38
41,92
54,37
16,10
21,15
50,97
68,49
100,71
29,21
18,31
44,70
19,72
67,57
9,2
23,78
70,62
34,46
58,19
60,85
30,73
89,18
82,7
88,32
65,80
5,16
83,25
56,22
24,99
53,55
32,24
17,50
11,33
55,59
14,58
39,3
69,11
52,20
40,96
13,89
36,48
57,87
2,63
15,36
26,14
7,60
51,83
84,17
43,66
75,79
45,47
31,28
