a0,a948
a948,a0
a3,a0
a0,a3
a3,a814
a814,a3
a3,a778
a778,a3
a8,a0
a0,a8
a8,a734
a734,a8
a15,a0
a0,a15
a17,a0
a0,a17
a17,a537
a537,a17
a25,a0
a0,a25
a28,a0
a0,a28
a28,a614
a614,a28
a30,a0
a0,a30
a30,a168
a168,a30
a38,a0
a0,a38
a43,a0
a0,a43
a47,a0
a0,a47
a56,a0
a0,a56
a56,a331
a331,a56
a56,a734
a734,a56
a113,a0
a0,a113
a113,a118
a118,a113
a113,a701
a701,a113
a115,a0
a0,a115
a123,a0
a0,a123
a123,a325
a325,a123
a134,a0
a0,a134
a134,a195
a195,a134
a134,a552
a552,a134
a143,a386
a386,a143
a182,a0
a0,a182
a182,a259
a259,a182
a184,a0
a0,a184
a184,a343
a343,a184
a193,a0
a0,a193
a193,a231
a231,a193
a193,a597
a597,a193
a212,a0
a0,a212
a212,a852
a852,a212
a249,a0
a0,a249
a249,a202
a202,a249
a253,a0
a0,a253
a288,a0
a0,a288
a289,a0
a0,a289
a327,a0
a0,a327
a327,a402
a402,a327
a335,a0
a0,a335
a335,a98
a98,a335
a338,a0
a0,a338
a338,a926
a926,a338
a341,a0
a0,a341
a428,a0
a0,a428
a428,a321
a321,a428
a428,a941
a941,a428
a447,a0
a0,a447
a447,a960
a960,a447
a516,a0
a0,a516
a519,a0
a0,a519
a549,a0
a0,a549
a558,a0
a0,a558
a558,a706
a706,a558
a677,a0
a0,a677
a677,a879
a879,a677
a746,a0
a0,a746
a746,a793
a793,a746
a762,a0
a0,a762
a762,a82
a82,a762
a762,a954
a954,a762
a813,a0
a0,a813
a925,a0
a0,a925
a925,a484
a484,a925
a2,a481
a481,a2
a12,a1
a1,a12
a12,a168
a168,a12
a29,a1
a1,a29
a32,a1
a1,a32
a32,a152
a152,a32
a74,a1
a1,a74
a74,a118
a118,a74
a112,a1
a1,a112
a112,a381
a381,a112
a135,a759
a759,a135
a135,a408
a408,a135
a200,a1
a1,a200
a200,a274
a274,a200
a200,a997
a997,a200
a237,a1
a1,a237
a285,a1
a1,a285
a285,a543
a543,a285
a310,a2
a2,a310
a316,a837
a837,a316
a331,a1
a1,a331
a331,a363
a363,a331
a340,a1
a1,a340
a340,a728
a728,a340
a635,a1
a1,a635
a635,a715
a715,a635
a707,a1
a1,a707
a707,a225
a225,a707
a730,a1
a1,a730
a730,a806
a806,a730
a730,a322
a322,a730
a730,a689
a689,a730
a730,a918
a918,a730
a751,a1
a1,a751
a4,a2
a2,a4
a4,a543
a543,a4
a16,a2
a2,a16
a16,a792
a792,a16
a19,a2
a2,a19
a23,a2
a2,a23
a23,a266
a266,a23
a23,a420
a420,a23
a23,a520
a520,a23
a37,a2
a2,a37
a37,a965
a965,a37
a37,a731
a731,a37
a37,a690
a690,a37
a63,a2
a2,a63
a63,a586
a586,a63
a63,a363
a363,a63
a80,a2
a2,a80
a80,a746
a746,a80
a84,a2
a2,a84
a165,a2
a2,a165
a165,a484
a484,a165
a165,a556
a556,a165
a384,a2
a2,a384
a442,a2
a2,a442
a442,a649
a649,a442
a455,a2
a2,a455
a602,a2
a2,a602
a711,a2
a2,a711
a856,a2
a2,a856
a856,a591
a591,a856
a982,a2
a2,a982
a983,a2
a2,a983
a983,a813
a813,a983
a7,a3
a3,a7
a9,a3
a3,a9
a9,a949
a949,a9
a9,a234
a234,a9
a10,a3
a3,a10
a18,a3
a3,a18
a18,a793
a793,a18
a18,a374
a374,a18
a18,a258
a258,a18
a20,a3
a3,a20
a39,a3
a3,a39
a41,a3
a3,a41
a41,a231
a231,a41
a41,a427
a427,a41
a48,a3
a3,a48
a48,a150
a150,a48
a48,a387
a387,a48
a82,a3
a3,a82
a82,a383
a383,a82
a82,a11
a11,a82
a82,a768
a768,a82
a108,a3
a3,a108
a108,a994
a994,a108
a110,a3
a3,a110
a125,a3
a3,a125
a125,a62
a62,a125
a125,a113
a113,a125
a137,a3
a3,a137
a137,a260
a260,a137
a137,a230
a230,a137
a152,a3
a3,a152
a152,a155
a155,a152
a232,a3
a3,a232
a232,a821
a821,a232
a251,a3
a3,a251
a251,a12
a12,a251
a279,a3
a3,a279
a279,a261
a261,a279
a372,a3
a3,a372
a372,a981
a981,a372
a437,a3
a3,a437
a529,a3
a3,a529
a577,a3
a3,a577
a655,a3
a3,a655
a729,a3
a3,a729
a771,a3
a3,a771
a771,a267
a267,a771
a815,a444
a444,a815
a815,a912
a912,a815
a901,a3
a3,a901
a934,a3
a3,a934
a934,a674
a674,a934
a5,a4
a4,a5
a97,a4
a4,a97
a97,a353
a353,a97
a412,a4
a4,a412
a412,a932
a932,a412
a6,a5
a5,a6
a6,a613
a613,a6
a68,a5
a5,a68
a139,a5
a5,a139
a199,a5
a5,a199
a199,a321
a321,a199
a199,a477
a477,a199
a240,a5
a5,a240
a240,a896
a896,a240
a566,a5
a5,a566
a566,a898
a898,a566
a566,a293
a293,a566
a163,a6
a6,a163
a163,a624
a624,a163
a220,a6
a6,a220
a493,a6
a6,a493
a493,a882
a882,a493
a493,a12
a12,a493
a587,a6
a6,a587
a737,a6
a6,a737
a737,a460
a460,a737
a737,a456
a456,a737
a872,a6
a6,a872
a872,a424
a424,a872
a13,a7
a7,a13
a13,a445
a445,a13
a580,a7
a7,a580
a26,a8
a8,a26
a26,a810
a810,a26
a31,a8
a8,a31
a31,a958
a958,a31
a54,a8
a8,a54
a54,a491
a491,a54
a54,a749
a749,a54
a122,a8
a8,a122
a122,a855
a855,a122
a222,a8
a8,a222
a222,a774
a774,a222
a222,a833
a833,a222
a355,a8
a8,a355
a355,a43
a43,a355
a368,a8
a8,a368
a490,a8
a8,a490
a506,a8
a8,a506
a506,a512
a512,a506
a520,a8
a8,a520
a520,a234
a234,a520
a595,a8
a8,a595
a595,a162
a162,a595
a595,a294
a294,a595
a595,a698
a698,a595
a595,a4
a4,a595
a620,a8
a8,a620
a620,a657
a657,a620
a620,a967
a967,a620
a643,a8
a8,a643
a947,a635
a635,a947
a947,a192
a192,a947
a965,a8
a8,a965
a981,a652
a652,a981
a997,a8
a8,a997
a11,a10
a10,a11
a11,a464
a464,a11
a11,a36
a36,a11
a22,a10
a10,a22
a22,a947
a947,a22
a40,a10
a10,a40
a40,a802
a802,a40
a52,a10
a10,a52
a52,a278
a278,a52
a52,a910
a910,a52
a89,a10
a10,a89
a89,a922
a922,a89
a89,a966
a966,a89
a89,a690
a690,a89
a129,a10
a10,a129
a146,a10
a10,a146
a151,a10
a10,a151
a151,a655
a655,a151
